,id,name,category,email,description,established,telegram_url,instagram_url
144,86,Swimming Club,sports,swimmingclub@nu.edu.kz,"NU Swimming Club is a student-led sports community at Nazarbayev University that welcomes swimmers of all levels - from beginners to competitive athletes. We offer regular training sessions, host competitions, and build a supportive environment where students can improve their technique, stay active, and form lasting friendships. Whether you're chasing records or just love the water, this is your lane.


**Location:** Athletic center


## Activities
- NU Swimming Cup
- Charity Events
- Master Classes


## Achievements
- 1st place at Students Sports League
- Participation at National Universiade


## Entry Requirements
- Athletes: Try-outs will be held at the beginning of the semester.
- Athletes: All levels are welcome to participate.
- Athletes: Selection will be based on performance, technique, and commitment.
- Board Team: Entry is through an interview process. We're looking for motivated, responsible, and team-oriented individuals to help lead and grow the club.",2020-09-01,https://t.me/swimmingclub,https://www.instagram.com/nu_swimming/
145,92,Taekwondo Club,sports,taekwondo@nu.edu.kz,"At Taekwondo Club, we believe martial arts is a journey of self-improvement. We offer regular training, competitions, and events that help students build resilience, skill, and strong friendships.


**Location:** Athletic Center, 3rd floor, Martial Arts Room


## Activities
- Taekwondo Masterclasses & Trainings
- Tournaments
- Belt Gradings
- Taekwondo Performances


## Achievements
- 2 times NU Awards Winner ""Sport Contribution of the Year""
- Multiple Black Belts
- National Taekwondo Competition Champions


## Entry Requirements
- Attend all trainings during the first 2 weeks to become a member.
- Maintain at least 70% attendance to remain an active member.
- All levels are welcome.",2020-09-01,https://t.me/NU_Taekwondo,https://www.instagram.com/nu_taekwondo/
146,48,TedXNazarbayev University,academic,tedx@nu.edu.kz,"TEDxNU is a platform for bold ideas and confident voices. We organize TEDx conferences, workshops, and engaging activities that help students grow as public speakers and changemakers.


**Location:** 27 Block 150 Room, Dormitory


## Activities
- Open microphone
- Official TEDx Conference
- Workshops and Master Classes
- Guest Lectures


## Achievements
- Hosted official TEDx conferences for the last 10 years


## Entry Requirements
- Open to all curious and motivated students
- No public speaking experience required, we’ll teach you everything you need",2020-09-01,https://t.me/tedx,https://www.instagram.com/tedx_nu/
147,74,The Film Society,cultural,cinemalectures@nu.edu.kz,"At The Film Society, we explore the evolution of cinematic artistry, reflecting on its rich history and enduring impact on culture. Our club invites cinephiles and curious minds alike to engage in thoughtful dialogue about the craft, innovation, and storytelling power of film. Join us every week for curated film screenings followed by lively, moderated discussions.


**Location:** 27 Block 146 Room, Dormitory


## Activities
- Movie screenings
- Discussions after movie screenings
- Guest lectures


## Achievements
- Many more to come!


## Entry Requirements
- Love for Films
- Open to all levels of Familiarity with Cinematography",2020-09-01,https://t.me/nuthefilmsociety,https://www.instagram.com/nu_filmsociety/
148,37,Turkish Club,academic,turkishclub@nu.edu.kz,Official Turkish Club at Nazarbayev University.,2020-09-01,https://t.me/turkishclub,https://www.instagram.com/turkishclub
149,3,Vocal Club,art,vocalclub@nu.edu.kz,"Vocal Club is a creative community for students who love to sing, perform, promote, and organize events. Our team includes not only vocalists, but also instrumentalists and SMM enthusiasts who work together to bring our musical ideas to life. We hold various concerts, workshops, and events where members can develop their skills, express themselves on stage or behind the scenes, and connect with others who share their passion for music. Whether you're an experienced performer or just starting out, there's a place for you in our club.


**Location:** 26 Block 122 Room, Dormitory; 25 Block K006 Music Room, Dormitory


## Activities
- Concerts and live performances
- Vocal and music workshops
- Charity and collaboration events


## Achievements
- Breakthrough of the Year 2023


## Entry Requirements
- Passion for music and creativity (no formal education required)
- Strong vocal or instrumental skills
- Willingness to perform and collaborate
- For SMM: Creative portfolio with photo/video recording and editing skills",2012-11-04,https://docs.google.com/forms/d/e/1FAIpQLSe1f79dXNtzCJHysaXHX844CAsDxJvAI0a5CYNnI_QznWujiQ/viewform?pli=1,https://www.instagram.com/nu.vocalclub/
150,95,Volleyball Club,sports,volleyballclub@nu.edu.kz,"NUVC holds many tournaments among students within the academic year. We cooperate with other clubs and participate in the activities together.
All held tournaments are of a large scale events with a 50+ participants in each. We always try to make the best tournaments full of fun and competitive vibe!
We also have held charity tournaments aimed to help our NU students and community.
NUVC actively work with the main NU volleyball team. We promote and support the university team and help in different directions.
Moreover, NUVC is not only for dedicated work and responsibilities, it is more about friendship, support and just fun! Club members often gather together not only in the gym, but also in team buildings and club room. We make true friends with common interests!


**Location:** Sport & Athletic Center


## Activities
- Tournament organizations
- Practice sessions
- Media productions
- Club collaborations


## Achievements
- Performance in national student sport league
- 2nd place in Astana Volleyball mix cup
- Many successful university tournaments
- Wins in many friendly matches


## Entry Requirements
- Interview session by heads of the club",2020-09-01,https://t.me/nuvolleyballclub,https://www.instagram.com/nuvolleyballclub/
151,110,Volunteers Club,social,volunteers@nu.edu.kz,"Our club brings all volunteers together to gain skills and invaluable life experience. Goals and objectives: Development of the volunteering movement at Nazarbayev University; Organization and assistance in conducting a wide range of events: scientific conferences, forums, concerts, and competitions; To develop leadership and organizational skills; To provide volunteers with an unforgettable experience; To form ethical and professional qualities. We actively support the organization of a wide range of events - from scientific conferences and educational forums to large-scale cultural celebrations and concerts. Key volunteering events include: NU Graduation Ceremonies (2023–2025), NU Open House Days (2022–2024), NU Orientation Weeks (2022–2025), Concerts and Cultural Events such as: V S X V Prince, 91, Sergey Lazarev, Miras Zhugunussov, and many others.


**Location:** 27 Block 150 Room, Dormitory


## Activities
- Volunteering for a wide range of events (concerts, conferences, exhibitions, university events)
- Ice Party
- Wish Tree
- Volunteers Appreciation Party and Volunteers Club Day


## Achievements
- Hosting the largest event organized by a club outside of NU (Ice Party for 800 people in Alau)
- NU Awards Breakthrough Club of the Year Winner 2015
- NU Awards Development Club of the Year Winner 2016


## Entry Requirements
- Responsibility
- Willingness to Work
- Leadership Skills",2020-09-01,https://t.me/volunteers,https://www.instagram.com/volunteersclub/
152,4,Vox Club,academic,vox@nu.edu.kz,"Our club avoided the COVID-19 crisis by commencing after in-person classes had been restored in Spring 2023 when Dr. Jim Hutchinson (our mentor and the very embodiment of a living mind) first proposed to conduct discussions where every student was welcome to participate. Several initial meetings took place in which different topics were discussed in a friendly and engaging manner. These meetings were gathering, on average, 10 to 20 students. On one occasion, it was suggested to bring these meetings to a higher qualitative level of existence by establishing them as a club.

Two volunteers raised their hands, Azamat Salamat and Adiya Yessengali. And thus, the official story of our Philosophy Club Vox began. If you wonder about the reason for choosing this name, the answer is: “It sounded cool and in Latin.”

It is worth mentioning that there is no Philosophy major at Nazarbayev University, and so far, only a minor in Philosophy and Religions is available. Therefore, our club unites people with sometimes surprising backgrounds, from petroleum and chemical engineering to world language and literature. This *ipso facto* creates a unique atmosphere of openness and multidimensionality, where everyone feels similarly entitled to share their ideas, and people are connected by the common love of philosophy and a strive to find the truth.


**Location:** 26 Block 129 Room, Dormitory


## Activities
- Professor-led lectures & Student-led lectures
- Weekly Philosophy Book Club meetings
- Ethics Bowl & Tealosophies
- Phil&His Connection Party


## Achievements
- Hosted Professor Russ Shafer-Landau's lecture in NU
- Recognized by American Philosophical Association


## Entry Requirements
- Keen interest in Philosophy
- Eagerness to learn something new!",2025-02-10,https://t.me,https://www.instagram.com/vox_phil_nu/
153,40,Women in Engineering (WEC),academic,wec@nu.edu.kz,"Women in Engineering (WEC) is a dynamic and supportive community dedicated to empowering and inspiring women in the engineering field. Our club provides a platform for members to connect, learn, and grow together. Through hands-on workshops, guest lectures, networking events, and industry partnerships, we strive to build confidence, expand skills, and foster leadership among our members. NU WEC aims to promote engineering as a potential career for women and guide them in the engineering world.


**Location:** 27 Block 145 Room, Dormitory


## Activities
- Networking Events
- Intellectual Games
- Workshops


## Achievements
- Organized several engineering Hackathons with 300+ participants.
- Led industry field trips to engineering companies like Alstom and Air Astana.


## Entry Requirements
- All women in STEM are welcome!",2020-01-30,https://t.me/wec_ji,https://www.instagram.com/nu_wec/
154,103,YBS Kpop Cover Dance Club,sports,kpopcdc@nu.edu.kz,"Our club specializes on K-Pop cover dance and popularization of Korean Pop Culture both in University and outside. We strive to constantly grow in dancing and performing on stage. We have hold 8 Annual Grand Concerts, 3 K-Pop themed parties in university, and countless performances. Our team is also affiliated as a leading K-Community member of Korean Embassy and Cultural Center in Astana.


**Location:** 23.092 ; 26.136/4 ; 26.103


## Activities
- At University: “YBS Annual Grand Concerts” “YBS K-Pop Party/Festa” “YBS /nTensive” K-Pop in Public, K-Pop Random Dance Play, “Astana Ball” etc.
- Outside University: “K-Stage” “On the Stage” “Kazakhstan K-Pop Cover Dance Champion” “Central Asia K-Pop Cover Dance Champion” “ComicCon” “NIS Alumni Ball” etc.


## Achievements
- Dance Club of the Year 2025
- 1st place at the End of Year Celebration Prize with K-Community


## Entry Requirements
- Interest in dancing and improving skills
- Ability to perform well in a teamwork
- Minimal dance skills are required
- Vocal, graphic design, videography, SMM skills are preferred but not required.",2020-09-01,https://t.me/kpopcdc,https://www.instagram.com/nu.ybs/
155,130,МБОУ СОШ Community,social,adilet.akhat@nu.edu.kz,"A home for students who came from regular public schools, often far from big cities. Here, we turn our shared rural roots and everyday-school experience into strength, support, and friendship. We prove that success isn’t about where you started - it’s about where you’re going.",2025-08-14,,
